SubjectID,Gender,coratmpt_V1,Dcorrect_AllProblems_V1,Dwrong_AllProblems_V1,NONSTEMImageDotPmean_V1,STEMImageDotPmean_V1,effort_V1,GRIT_V1,mathdevalue_V1,MoodComp_V1,SAQ1_V1,WrongFeedback_Arousal_emotion_SelectedModularity_Theta_A,WrongFeedback_Arousal_emotion_SelectedModularity_Beta_A,WrongFeedback_Arousal_emotion_SelectedModularity_Gamma_A,WrongFeedback_DPD_SelectedModularity_Theta,WrongFeedback_DPD_SelectedModularity_Beta,WrongFeedback_DPD_SelectedModularity_Gamma,MajorChangeLikelihood_PostQ
58647.000000000000000,0,33.33,-0.322389853580650,-0.031050869408942,346.62500000000000,357.43750000000000,5,2.92,1.60,4.00,6,-0.030051474193835,0.113847749214099,0.083231375020063,-0.06,-0.27,-0.09,5
58927.000000000000000,0,83.33,-0.031988757862643,0.164978864347029,424.50000000000000,443.96774193548400,4,2.75,3.40,1.50,8,-0.138794940370743,-0.108423380497097,-0.340049595976425,-0.32,-0.35,-0.23,
59423.000000000000000,0,80.00,-0.354894636155579,-0.217152707403391,391.31250000000000,397.81250000000000,2,2.17,1.00,1.75,9,0.070471920901982,-0.115808156916461,-0.138846904356870,-0.02,-0.04,-0.08,
61341.000000000000000,0,33.33,0.000000000000000,-0.032711211260737,535.00000000000000,507.53125000000000,7,2.33,2.60,1.00,5,-0.022508387299467,-0.179130254134368,-0.241469573636535,-0.47,-0.17,-0.30,1
63184.000000000000000,0,33.33,0.272601219590138,0.168743325724340,579.43750000000000,533.37500000000000,3,2.25,4.20,2.25,7,-0.105481213417557,-0.150403548508735,-0.075995183307429,0.01,-0.14,0.03,4
66832.000000000000000,0,16.67,-0.299027979960563,0.305947946629005,636.93750000000000,838.43750000000000,3,2.42,2.60,2.75,8,-0.020476381918214,-0.081658361934490,-0.082980053696555,0.10,0.07,0.08,2
67325.000000000000000,0,20.00,-0.334290239030647,-0.070025378563406,330.12500000000000,332.62500000000000,5,3.42,2.40,2.50,7,-0.015552560432081,-0.106880984983994,-0.261024351262490,-0.21,0.00,-0.25,
67393.000000000000000,0,50.00,0.213419077356955,-0.175253875936609,428.56250000000000,443.81250000000000,5,3.08,2.40,1.50,7,-0.010985967890805,-0.201633631853524,-0.127796534321352,-0.11,-0.19,-0.25,
67788.000000000000000,0,57.14,-0.202193682332799,0.792132252672411,492.03125000000000,470.06250000000000,6,2.17,1.20,2.50,8,,,,,,,3
68498.000000000000000,0,50.00,0.155138249122664,0.279001879594694,406.75000000000000,412.87500000000000,4,2.50,3.40,1.50,8,-0.302454753838008,-0.260375626634491,-0.240905741360877,-0.22,-0.07,-0.37,2
69189.000000000000000,0,60.00,-0.020571530469665,0.023934634121806,493.61290322580600,385.74193548387100,5,3.08,2.40,1.25,8,-0.093206914552286,-0.105350813180467,-0.295485492781951,0.08,0.12,0.20,5
69742.000000000000000,0,25.00,-0.337193125261795,-0.199397876654272,353.41935483871000,347.83870967741900,3,2.58,1.40,7.00,6,-0.214027054498291,-0.037729121211957,-0.016126504254752,0.00,0.02,-0.03,5
69875.000000000000000,0,60.00,-0.349253216234767,0.606656876528015,377.41379310344800,414.56250000000000,5,2.17,4.00,2.75,7,-0.070777337304141,-0.092456647837658,-0.174131577387430,0.06,-0.01,0.10,4
73140.000000000000000,0,50.00,-0.158507481953350,-0.359006228673177,367.74193548387100,363.03225806451600,6,2.08,3.40,3.25,6,-0.256143151982339,-0.154058161280236,-0.221947381845723,,,,4
74632.000000000000000,0,28.57,0.101662641766293,0.070095789343743,400.18750000000000,395.51612903225800,6,2.58,3.20,3.00,6,-0.318842284938907,-0.222113749027825,-0.207638788317396,-0.27,-0.01,-0.02,5
76317.000000000000000,0,45.45,-0.173940052504261,-0.218898293296264,406.51612903225800,386.29032258064500,5,3.25,2.20,1.00,8,0.009778575452362,-0.083815589280357,0.062774339387525,0.03,-0.07,0.14,5
78086.000000000000000,0,25.00,0.238818158704761,0.616569669485405,452.00000000000000,422.62500000000000,1,2.42,3.40,3.00,6,0.040277490185065,-0.008380657306128,-0.105505206396642,-0.33,-0.19,-0.15,
78097.000000000000000,0,33.33,0.116551733193955,0.515688608583329,373.18750000000000,373.37500000000000,5,3.00,2.80,1.75,6,,,,,,,1
78778.000000000000000,0,50.00,-0.007239981790953,-0.381129248308926,372.84375000000000,378.00000000000000,3,2.75,1.20,2.00,6,0.014058135385561,-0.179692060867340,-0.167311070890124,0.25,-0.09,0.07,5
79316.000000000000000,0,50.00,0.138846175015868,0.661978585329891,424.61290322580600,387.03125000000000,6,2.58,2.20,2.00,6,-0.137078975211736,-0.015521466431852,-0.112679876106425,0.13,-0.05,0.04,5
79943.000000000000000,0,100.00,0.170625166606739,0.135552955490073,321.96875000000000,326.38709677419400,6,2.67,3.00,2.75,7,-0.038831661016060,-0.142772239235635,-0.298683937625073,,,,
82836.000000000000000,0,50.00,0.136117599732379,0.044994778923831,376.43750000000000,378.35483870967700,4,3.08,1.80,1.75,7,-0.166690853738310,-0.206622120561966,-0.057007678198392,-0.11,0.05,0.04,5
83559.000000000000000,0,50.00,0.047713886382680,0.111994668680798,362.96875000000000,353.78125000000000,4,3.33,3.40,1.00,8,-0.175024379991338,-0.022226900980692,-0.111379300705495,-0.46,-0.25,-0.15,5
84339.000000000000000,0,33.33,-0.122998665883114,0.070718095366063,366.71875000000000,354.29032258064500,6,2.58,1.60,6.00,9,-0.245528841093752,-0.263119299706250,-0.137445220031406,-0.18,-0.16,-0.18,5
86535.000000000000000,0,66.67,-0.193459962296310,-0.411544524088860,314.90625000000000,316.09677419354800,5,2.58,1.00,1.75,6,0.001536521379840,-0.142460665990773,-0.120344072405876,-0.17,0.01,-0.06,
87398.000000000000000,0,100.00,0.381081794313420,-0.114910474981449,334.25000000000000,312.40625000000000,3,2.67,3.60,4.75,7,-0.051239655561518,-0.026649691061363,-0.018610335152919,-0.21,-0.35,-0.34,4
92710.000000000000000,0,40.00,-0.536289681904345,0.347075565388328,319.56250000000000,329.93750000000000,5,1.75,1.00,1.00,7,-0.060078726044904,-0.199573089337483,-0.276116341519337,0.19,-0.07,0.00,5
93254.000000000000000,0,33.33,-0.366106356800570,-0.340902849158219,523.12903225806500,466.71875000000000,4,2.67,2.60,1.50,5,0.023998992116607,-0.038074421938184,-0.062731334400189,-0.16,-0.14,-0.05,
99738.000000000000000,0,28.57,-0.134812191673746,-0.178286600920586,448.64516129032300,425.53125000000000,5,2.58,3.00,4.25,7,,,,,,,5
472629.000000000000000,0,42.86,0.494953005000000,-0.268932611000000,375.06250000000000,379.34375000000000,5,1.50,1.80,1.00,8,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
