SubjectID,Gender,coratmpt_V1,Dcorrect_AllProblems_V1,Dwrong_AllProblems_V1,NONSTEMImageDotPmean_V1,STEMImageDotPmean_V1,effort_V1,GRIT_V1,mathdevalue_V1,MoodComp_V1,SAQ1_V1,WrongFeedback_Arousal_emotion_SelectedModularity_Theta_A,WrongFeedback_Arousal_emotion_SelectedModularity_Beta_A,WrongFeedback_Arousal_emotion_SelectedModularity_Gamma_A,WrongFeedback_DPD_SelectedModularity_Theta,WrongFeedback_DPD_SelectedModularity_Beta,WrongFeedback_DPD_SelectedModularity_Gamma,MajorChangeLikelihood_PostQ
58647.000000000000000,0,33.33,-0.322389853580650,-0.031050869408942,346.62500000000000,357.43750000000000,5,2.92,1.60,4.00,6,-0.030051474193835,0.113847749214099,0.083231375020063,-0.06,-0.27,-0.09,5
58927.000000000000000,0,83.33,-0.031988757862643,0.164978864347029,424.50000000000000,443.96774193548400,4,2.75,3.40,1.50,8,-0.138794940370743,-0.108423380497097,-0.340049595976425,-0.32,-0.35,-0.23,
59423.000000000000000,0,80.00,-0.354894636155579,-0.217152707403391,391.31250000000000,397.81250000000000,2,2.17,1.00,1.75,9,0.070471920901982,-0.115808156916461,-0.138846904356870,-0.02,-0.04,-0.08,
61341.000000000000000,0,33.33,0.000000000000000,-0.032711211260737,535.00000000000000,507.53125000000000,7,2.33,2.60,1.00,5,-0.022508387299467,-0.179130254134368,-0.241469573636535,-0.47,-0.17,-0.30,1
63184.000000000000000,0,33.33,0.272601219590138,0.168743325724340,579.43750000000000,533.37500000000000,3,2.25,4.20,2.25,7,-0.105481213417557,-0.150403548508735,-0.075995183307429,0.01,-0.14,0.03,4
66832.000000000000000,0,16.67,-0.299027979960563,0.305947946629005,636.93750000000000,838.43750000000000,3,2.42,2.60,2.75,8,-0.020476381918214,-0.081658361934490,-0.082980053696555,0.10,0.07,0.08,2
67325.000000000000000,0,20.00,-0.334290239030647,-0.070025378563406,330.12500000000000,332.62500000000000,5,3.42,2.40,2.50,7,-0.015552560432081,-0.106880984983994,-0.261024351262490,-0.21,0.00,-0.25,
67393.000000000000000,0,50.00,0.213419077356955,-0.175253875936609,428.56250000000000,443.81250000000000,5,3.08,2.40,1.50,7,-0.010985967890805,-0.201633631853524,-0.127796534321352,-0.11,-0.19,-0.25,
67788.000000000000000,0,57.14,-0.202193682332799,0.792132252672411,492.03125000000000,470.06250000000000,6,2.17,1.20,2.50,8,,,,,,,3
68498.000000000000000,0,50.00,0.155138249122664,0.279001879594694,406.75000000000000,412.87500000000000,4,2.50,3.40,1.50,8,-0.302454753838008,-0.260375626634491,-0.240905741360877,-0.22,-0.07,-0.37,2
69189.000000000000000,0,60.00,-0.020571530469665,0.023934634121806,493.61290322580600,385.74193548387100,5,3.08,2.40,1.25,8,-0.093206914552286,-0.105350813180467,-0.295485492781951,0.08,0.12,0.20,5
69742.000000000000000,0,25.00,-0.337193125261795,-0.199397876654272,353.41935483871000,347.83870967741900,3,2.58,1.40,7.00,6,-0.214027054498291,-0.037729121211957,-0.016126504254752,0.00,0.02,-0.03,5
69875.000000000000000,0,60.00,-0.349253216234767,0.606656876528015,377.41379310344800,414.56250000000000,5,2.17,4.00,2.75,7,-0.070777337304141,-0.092456647837658,-0.174131577387430,0.06,-0.01,0.10,4
73140.000000000000000,0,50.00,-0.158507481953350,-0.359006228673177,367.74193548387100,363.03225806451600,6,2.08,3.40,3.25,6,-0.256143151982339,-0.154058161280236,-0.221947381845723,,,,4
74632.000000000000000,0,28.57,0.101662641766293,0.070095789343743,400.18750000000000,395.51612903225800,6,2.58,3.20,3.00,6,-0.318842284938907,-0.222113749027825,-0.207638788317396,-0.27,-0.01,-0.02,5
76317.000000000000000,0,45.45,-0.173940052504261,-0.218898293296264,406.51612903225800,386.29032258064500,5,3.25,2.20,1.00,8,0.009778575452362,-0.083815589280357,0.062774339387525,0.03,-0.07,0.14,5
78086.000000000000000,0,25.00,0.238818158704761,0.616569669485405,452.00000000000000,422.62500000000000,1,2.42,3.40,3.00,6,0.040277490185065,-0.008380657306128,-0.105505206396642,-0.33,-0.19,-0.15,
78097.000000000000000,0,33.33,0.116551733193955,0.515688608583329,373.18750000000000,373.37500000000000,5,3.00,2.80,1.75,6,,,,,,,1
78778.000000000000000,0,50.00,-0.007239981790953,-0.381129248308926,372.84375000000000,378.00000000000000,3,2.75,1.20,2.00,6,0.014058135385561,-0.179692060867340,-0.167311070890124,0.25,-0.09,0.07,5
79316.000000000000000,0,50.00,0.138846175015868,0.661978585329891,424.61290322580600,387.03125000000000,6,2.58,2.20,2.00,6,-0.137078975211736,-0.015521466431852,-0.112679876106425,0.13,-0.05,0.04,5
79943.000000000000000,0,100.00,0.170625166606739,0.135552955490073,321.96875000000000,326.38709677419400,6,2.67,3.00,2.75,7,-0.038831661016060,-0.142772239235635,-0.298683937625073,,,,
82836.000000000000000,0,50.00,0.136117599732379,0.044994778923831,376.43750000000000,378.35483870967700,4,3.08,1.80,1.75,7,-0.166690853738310,-0.206622120561966,-0.057007678198392,-0.11,0.05,0.04,5
83559.000000000000000,0,50.00,0.047713886382680,0.111994668680798,362.96875000000000,353.78125000000000,4,3.33,3.40,1.00,8,-0.175024379991338,-0.022226900980692,-0.111379300705495,-0.46,-0.25,-0.15,5
84339.000000000000000,0,33.33,-0.122998665883114,0.070718095366063,366.71875000000000,354.29032258064500,6,2.58,1.60,6.00,9,-0.245528841093752,-0.263119299706250,-0.137445220031406,-0.18,-0.16,-0.18,5
86535.000000000000000,0,66.67,-0.193459962296310,-0.411544524088860,314.90625000000000,316.09677419354800,5,2.58,1.00,1.75,6,0.001536521379840,-0.142460665990773,-0.120344072405876,-0.17,0.01,-0.06,
87398.000000000000000,0,100.00,0.381081794313420,-0.114910474981449,334.25000000000000,312.40625000000000,3,2.67,3.60,4.75,7,-0.051239655561518,-0.026649691061363,-0.018610335152919,-0.21,-0.35,-0.34,4
92710.000000000000000,0,40.00,-0.536289681904345,0.347075565388328,319.56250000000000,329.93750000000000,5,1.75,1.00,1.00,7,-0.060078726044904,-0.199573089337483,-0.276116341519337,0.19,-0.07,0.00,5
93254.000000000000000,0,33.33,-0.366106356800570,-0.340902849158219,523.12903225806500,466.71875000000000,4,2.67,2.60,1.50,5,0.023998992116607,-0.038074421938184,-0.062731334400189,-0.16,-0.14,-0.05,
99738.000000000000000,0,28.57,-0.134812191673746,-0.178286600920586,448.64516129032300,425.53125000000000,5,2.58,3.00,4.25,7,,,,,,,5
472629.000000000000000,0,42.86,0.494953005000000,-0.268932611000000,375.06250000000000,379.34375000000000,5,1.50,1.80,1.00,8,,,,,,,
11362.000000000000000,1,0.00,-0.873841185431773,-0.101962901513064,337.03225806451600,345.65625000000000,4,2.25,1.80,3.50,7,-0.000677675820440,-0.187206604365139,-0.013596559408683,0.00,0.01,0.14,5
12124.000000000000000,1,40.00,-0.006545987332469,0.270838654728868,416.53125000000000,403.90625000000000,4,2.67,2.40,5.00,6,-0.146246286359857,-0.286326656730001,-0.260340279716765,-0.25,-0.32,-0.13,5
12705.000000000000000,1,50.00,0.127515715226559,-0.047996953147889,499.34375000000000,476.37500000000000,7,3.17,1.40,4.25,5,-0.750286831378431,-0.326766302824498,-0.179022276172549,-0.14,-0.21,-0.24,
13331.000000000000000,1,60.00,-0.276353656878318,0.863974706053277,370.15625000000000,370.87500000000000,4,2.58,3.40,5.00,9,0.017302901431311,-0.239222095736814,-0.076353132054980,0.08,-0.10,-0.12,
17409.000000000000000,1,80.00,-0.306659564847496,0.108523743798269,417.87500000000000,445.71875000000000,6,2.83,2.80,3.00,6,-0.156491291372371,0.144495734467794,-0.049744173736764,-0.05,-0.04,-0.44,4
21613.000000000000000,1,76.92,-0.064088953419188,0.474288602972453,344.84375000000000,371.65625000000000,7,2.83,2.00,4.00,9,-0.003925722177740,0.135707292076392,0.178511593334006,-0.22,-0.13,0.08,5
21746.000000000000000,1,50.00,-0.367532397457228,0.147127298316883,332.12500000000000,333.62500000000000,6,2.75,4.00,2.25,7,0.082709368560164,0.071129006047170,-0.051479239676791,-0.12,-0.19,0.05,5
23064.000000000000000,1,66.67,-0.222755721164713,-0.674793113968185,372.20000000000000,361.78125000000000,4,2.75,2.60,1.50,8,-0.302003118946353,-0.202225318616484,-0.236272172523861,-0.32,-0.17,-0.37,
23232.000000000000000,1,80.00,0.045017089959790,0.004398368017451,467.48387096774200,441.96875000000000,3,2.25,4.40,5.00,6,0.011493218175995,0.013455675195295,0.033681850466341,-0.01,-0.16,-0.22,
23505.000000000000000,1,,0.109475768063926,-0.141601405321967,326.53125000000000,334.53125000000000,4,2.83,1.60,2.50,6,-0.088960883818876,-0.326722011572482,-0.158188509076826,-0.29,-0.01,-0.31,3
32952.000000000000000,1,80.00,0.369046020892479,-0.698349969173800,317.03225806451600,316.74193548387100,7,2.83,1.80,2.50,8,0.136199714332427,0.084336467860595,-0.003694871006463,-0.06,-0.40,-0.51,
33678.000000000000000,1,100.00,-0.515301225779713,0.255130238648633,355.56250000000000,374.93750000000000,7,2.92,1.00,2.25,8,0.005276543874505,-0.206910929190833,-0.220642675877322,-0.13,-0.17,-0.21,4
36662.000000000000000,1,80.00,0.323037731981826,0.200272501445747,365.56250000000000,317.78125000000000,5,2.83,3.00,2.25,9,-0.377467637884058,-0.314936696789023,-0.339178759730126,0.01,0.05,-0.45,5
46550.000000000000000,1,33.33,0.031430223416109,-0.448519481243857,452.00000000000000,443.21875000000000,6,2.33,2.20,1.75,6,-0.113934172533307,-0.040987531393434,0.026432609559637,-0.04,-0.28,-0.62,
47232.000000000000000,1,66.67,-0.201362780726215,0.093184351709951,368.61290322580600,392.32258064516100,5,2.83,1.80,3.25,7,-0.281692876694274,-0.236455995832313,-0.323938688188396,-0.07,-0.04,0.03,5
48111.000000000000000,1,83.33,-0.433359472928505,-0.147090946554824,431.21875000000000,406.31250000000000,5,1.25,1.00,1.00,9,-0.349569513990862,-0.289889532776899,-0.023811356527008,0.28,0.02,-0.05,5
48786.000000000000000,1,80.00,0.217361090551160,-0.717307092781367,304.54838709677400,319.70967741935500,7,2.17,2.20,2.50,9,0.005649148966709,-0.151188430083570,-0.038493984839709,-0.19,0.06,-0.03,5
50491.000000000000000,1,28.57,0.078373431894407,-0.787136500289419,614.12500000000000,503.28125000000000,6,2.67,2.00,1.25,7,-0.198314578447357,-0.039643216419217,-0.075666497514382,-0.11,-0.01,-0.26,5
51363.000000000000000,1,50.00,-0.418349617929418,0.567846224970597,369.00000000000000,374.37500000000000,6,1.92,2.00,3.50,8,-0.157489287094526,-0.212429534191518,-0.301242598921878,-0.39,-0.49,-0.29,
52216.000000000000000,1,33.33,-0.390254473060511,-0.331521070300829,523.45161290322600,504.35483870967700,3,2.50,1.80,3.25,7,,,,,,,5
54792.000000000000000,1,75.00,0.024617846113112,-0.331296341967610,397.56250000000000,381.28125000000000,4,4.00,1.20,3.50,8,-0.058029152469801,-0.029773481931616,0.017901638670337,-0.01,-0.02,0.04,5
54982.000000000000000,1,75.00,-0.091781511451582,0.412656783158847,380.43750000000000,364.34375000000000,6,2.83,1.40,6.75,9,-0.452036282815559,-0.043532287472954,-0.160983407446305,-0.07,0.09,0.09,
56186.000000000000000,1,100.00,-0.717485988112144,0.218978665827560,338.93750000000000,342.00000000000000,5,2.92,2.00,2.50,8,-0.003117842197579,-0.029697340570526,-0.154152884323056,-0.09,-0.04,-0.10,5
57324.000000000000000,1,50.00,-0.116147898000000,0.441585477000000,354.81250000000000,348.25000000000000,6,2.67,4.00,2.75,5,-0.032086404197993,-0.081372008966662,-0.147081644415196,-0.01,0.04,0.01,5
58682.000000000000000,1,71.43,-0.093673213412583,0.168743325724340,318.06896551724100,310.26666666666700,2,1.50,2.00,5.75,9,0.052143379638481,-0.097003182725308,-0.047555942850519,0.11,-0.06,-0.11,5
58925.000000000000000,1,16.67,-0.464835618305089,0.086024145348946,400.65625000000000,411.00000000000000,6,2.17,2.20,1.50,6,-0.220977805251646,-0.081505373640513,-0.157335977571876,-0.45,-0.31,-0.55,
64375.000000000000000,1,75.00,-0.361794001460174,-0.496136159853116,349.93750000000000,335.18750000000000,5,2.67,3.20,3.50,7,-0.195924271623168,-0.161170438608126,-0.033947237714265,-0.37,-0.01,-0.10,5
64735.000000000000000,1,9.09,-0.644651355703060,0.121345088612824,388.64516129032300,409.87500000000000,5,2.58,3.00,3.25,7,,,,,,,
65659.000000000000000,1,83.33,-0.562159392492977,0.493609837938528,359.87096774193500,347.31250000000000,3,2.83,2.80,1.25,9,-0.231064282768532,-0.141822635086522,-0.111638168631229,0.21,0.06,-0.20,5
68038.000000000000000,1,100.00,-0.070778020625237,0.287413811722852,389.37500000000000,421.90322580645200,5,2.42,2.40,2.25,7,-0.478742345967028,-0.314430315619392,-0.312080182133474,0.11,-0.13,-0.49,5
68987.000000000000000,1,33.33,-0.302361838205128,0.204366392445230,377.84375000000000,384.03125000000000,4,2.08,3.00,3.75,7,-0.016283049687518,-0.192334320564185,-0.150491367050566,0.06,-0.11,-0.18,
69390.000000000000000,1,100.00,0.164210777079331,0.355236603935159,348.18750000000000,331.18750000000000,6,2.25,1.40,2.25,7,-0.114570991567575,-0.253750443329493,-0.092054708463581,0.06,0.09,0.01,5
69637.000000000000000,1,100.00,-0.028270752844255,-0.721522283982343,319.25806451612900,317.61290322580600,7,2.58,2.00,2.00,7,-0.137370551813708,-0.095497092840397,-0.096630944377611,0.09,-0.12,-0.37,
70306.000000000000000,1,100.00,0.215255076172846,-0.400965940532128,335.75000000000000,304.38709677419400,7,2.67,1.00,1.75,9,-0.117991558404355,-0.040897278967935,-0.171741210316527,-0.06,-0.08,-0.40,5
70990.000000000000000,1,57.14,-0.753026231383585,0.406897814328584,358.46875000000000,365.09375000000000,5,2.42,1.40,1.50,9,-0.139037777495539,-0.241886212709794,-0.117836454864943,-0.08,-0.08,-0.30,5
72054.000000000000000,1,85.71,0.039390760037576,-0.279758083798680,335.40625000000000,331.21875000000000,6,2.92,1.00,3.25,9,-0.014511071044847,-0.190872349715840,-0.187359461764416,0.01,-0.28,-0.01,5
74449.000000000000000,1,57.14,-0.604316968915783,-0.016277525759247,301.31250000000000,303.62500000000000,7,2.50,1.40,2.00,8,,,,,,,1
76420.000000000000000,1,100.00,0.222939351004964,0.598090615260202,497.71875000000000,466.81250000000000,3,2.42,2.60,5.00,7,-0.096870266043050,-0.019193724767725,-0.055540292225413,-0.30,-0.22,-0.09,5
77636.000000000000000,1,66.67,0.253621010713697,-0.565515212413727,590.46875000000000,659.62500000000000,4,3.00,1.80,5.25,6,-0.166032005566413,-0.013271021571577,-0.047209720761615,-0.22,-0.35,-0.19,3
80050.000000000000000,1,85.71,-0.288738108762721,0.357980558749875,399.93750000000000,423.56250000000000,5,2.58,2.40,2.00,8,-0.116474659376213,-0.031512698285106,-0.154100771437978,-0.04,-0.03,0.00,
80564.000000000000000,1,60.00,-0.133379781418326,-0.724643333660816,357.75000000000000,350.62500000000000,7,1.67,5.40,1.00,6,0.004674521093917,-0.016268348914991,0.027879921982682,-0.25,-0.23,-0.28,5
83102.000000000000000,1,71.43,-0.085949138264210,0.016681377552261,395.93750000000000,391.90322580645200,5,2.67,3.20,3.00,7,-0.170345151142474,-0.244285216060895,-0.193115247825690,-0.12,-0.26,-0.19,5
83281.000000000000000,1,80.00,0.204659919000000,-0.241852377000000,275.41379310344800,290.81481481481500,7,1.67,1.40,1.00,8,-0.093871877783005,-0.146256754510815,-0.193554641412228,-0.05,-0.52,-0.23,5
84114.000000000000000,1,66.67,-0.307796776185761,-0.150978251233345,432.68750000000000,435.65625000000000,6,2.50,2.60,1.75,7,-0.148187428102811,-0.274511876148421,-0.162167578561351,0.12,-0.12,-0.26,
87086.000000000000000,1,12.50,-0.674489750196082,-0.213202473356734,313.59375000000000,328.25000000000000,6,2.17,1.20,1.75,5,-0.308622405684921,-0.040087740271544,0.013472357668577,0.07,0.21,0.16,
87460.000000000000000,1,50.00,-0.042009612947945,0.083170600055542,361.40625000000000,352.37500000000000,6,1.83,2.80,4.00,9,-0.174875000467885,-0.265664192307568,-0.080936333260164,-0.17,-0.17,-0.01,5
88688.000000000000000,1,0.00,-0.385216065000000,-0.054518915000000,552.96875000000000,524.45161290322600,6,3.08,2.20,1.50,6,-0.264008233682079,-0.268538092458653,-0.415884357496299,,,,
